id,gold,gold_multi,pred,text,votes,top_votes,K,confidence,correct
287,OfficeHolder,OfficeHolder,OfficeHolder,Matt Dolan.  Matthew J. Dolan is a former member of the Ohio House of Representatives representing the 98th District from 2005 to 2010. He resigned in January 2010 to focus on a run for Cuyahoga County Executive. Dolan is the son of Cleveland Indians owner Larry Dolan and nephew of Cablevision billionaire Charles Dolan.On November 2 2010 he lost to Lakewood Mayor Democrat Ed FitzGerald in the race to become Cuyahoga County Executive.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
288,Village,Village,Village,Jasionowa Huta.  Jasionowa Huta [jaɕɔˈnɔva ˈxuta] is a village in the administrative district of Gmina Nowa Karczma within Kościerzyna County Pomeranian Voivodeship in northern Poland. It lies approximately 4 kilometres (2 mi) north of Nowa Karczma 16 km (10 mi) east of Kościerzyna and 36 km (22 mi) south-west of the regional capital Gdańsk.For details of the history of the region see History of Pomerania.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
289,Animal,Animal,Animal,Malaysian Partridge.  The Malaysian Partridge or Campbell's Partridge (Arborophila campbelli) is a species of bird in the Phasianidae family. This monotypic species is found in highland forests in Peninsular Malaysia. It is sometimes treated as a subspecies of the Grey-breasted Partridge.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 5, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
290,OfficeHolder,OfficeHolder,OfficeHolder,Saugata Mitra.  Saugata Mitra is the Chief People Officer and Group Head Human Resources at Mother Dairy. He is a member of the Japan India Business Association and a governing body member of Institute of Rural Management Anand. He is a Human Resource professional business analyst and author.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
291,Athlete,Athlete,Athlete,Tani Fuga.  Tanielu Tani Fuga (born 14 July 1973) is a Samoan rugby union player. Born in Apia he was brought up by his grandparents Iosia and Salavao Fuga and they moved to Auckland in 1986 for him to study. He attended Waitakere College in Auckland and played for the Waitemata club. He played as hooker and after playing for Samoa in 1999 decided to move to the UK as one of his idols Keith Wood played there for Harlequins.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 4, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
292,Animal,Animal,Plant,Cameraria sadlerianella.  Cameraria sadlerianella is a moth of the Gracillariidae family. It is known from the United States (California and Oregon).The length of the forewings is 4.3-4.9 mm.The larvae feed on Quercus sadleriana. They mine the leaves of their host plant. The mine is found on the upperside of the leaf. It is ovoid to triangular. The epidermis is opaque with a yellow tan. The mine is usually located on one side of the midrib with one mine edge oriented adjacent to the midrib.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 4, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
293,Company,Company,OfficeHolder,Maariv.  Maariv or Ma'ariv (Hebrew: מַעֲרִיב [maʔăˈʁiv]) also known as Arvit (Hebrew: עַרְבִית [aʁˈvit]) is a Jewish prayer service held in the evening. It consists primarily of the evening Shema and Amidah.The service usually begins with two verses from Psalms followed by the communal recitation of Barechu. The three paragraphs of the Shema are then said both preceded and followed by two blessings although sometimes a fifth blessing is added at the end.,"{""Company"": 2, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 3, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
294,Plant,Plant,Plant,Salvia cedrosensis.  Salvia cedrosensis is an evergreen fruticose perennial plant that is endemic to the western (Pacific) coast of Baja California in Mexico growing on the Vizcaino peninsula and Cedros Island.It is found growing along dry riverbeds and canyons in rocky soil. In the wild it grows 60 cm (24 in) tall and wide with small felt-like leaves that are whitish-grey and 2.5 cm (0.98 in). The flowers are violet-blue with a pearly grey calyx and light violet around the edges.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
295,Album,Album,Album,Phenix (album).  Phenix is an album by jazz saxophonist Cannonball Adderley recorded at the Fantasy Studios in Berkeley California in 1975 featuring performances by Adderley's Quintet with Nat Adderley Michael Wolff Walter Booker and Roy McCurdy with guest percussionist Airto Moreira and sessions featuring past Quintet members George Duke Sam Jones and Louis Hayes.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
296,Album,Album,Album,Americruiser.  Americicruiser is the second album by American alternative rock group Urge Overkill.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
297,OfficeHolder,OfficeHolder,OfficeHolder,Justin Marcum.  Justin Jerome Marcum is a Democratic member of the West Virginia House of Delegates representing the 20th district. Marcum has also served as a Mingo County prosecutor and previously worked as a coal miner.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
298,Athlete,Athlete,Athlete,Ifraim Alija.  Ifraim Alija (Serbo-Croat: Ifrajim Alija) (born 30 August 1985 in SFR Yugoslavia) is a footballer who plays for FC Gossau.He played his only match in Super League 2003–04 season.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 5, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
299,MeanOfTransportation,MeanOfTransportation,OfficeHolder,USS Bagaduce (ATA-194).  The auxiliary ocean tug USS ATA-194 was laid down on 7 November 1944 at Orange Texas by the Levingston Ship Building Co.; launched 4 December 1944; and commissioned at Orange on 14 February 1945 Lieutenant (j.g.) William J. Bryan in command.After shakedown training ATA-194 sailed for the Pacific with equipment in tow. She transited the Panama Canal late in March and arrived at Pearl Harbor on 29 April.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 4, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
300,MeanOfTransportation,MeanOfTransportation,Building,USS Manderson Victory (AK-230).  USS Manderson Victory (AK-230) was a Boulder Victory-class cargo ship acquired by the U.S. Navy during World War II. She served in the Pacific Ocean theatre of operations through the end of the war earning one battle star and then returned to the United States for disposal.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
301,Album,Album,Company,Twitch (EP).  Twitch is an EP and the first official release by Australian alternative rock band Jebediah released on 5 August 1996. It peaked at No. 61 on the ARIA Singles Chart. It debuted at No. 1 in the Western Australia ARIA chart.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
302,Village,Village,Village,Sobolewo Wysokie Mazowieckie County.  Sobolewo [sɔbɔˈlɛvɔ] is a village in the administrative district of Gmina Klukowo within Wysokie Mazowieckie County Podlaskie Voivodeship in north-eastern Poland. It lies approximately 4 kilometres (2 mi) north of Klukowo 14 km (9 mi) south of Wysokie Mazowieckie and 58 km (36 mi) south-west of the regional capital Białystok.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
303,MeanOfTransportation,MeanOfTransportation,Company,Gillig Low Floor.  The Gillig Low Floor is a transit bus manufactured by the Gillig Corporation in Hayward California. The Low Floor was introduced in 1996. They are available in 29' 35' and 40' lengths. A diesel-electric hybrid version was introduced in 2004. Frameless side windows are an option. The Gillig Low Floor is often nicknamed Advantage due to the low-floor design.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
304,MeanOfTransportation,MeanOfTransportation,Building,USS Phoebe (MSC-199).  USS Phoebe (MSC-199) was an Bluebird-class motor minesweeper acquired by the U.S. Navy for clearing coastal minefields. The second Phoebe to be so-named by the Navy AMS-199 was laid down by the Harbor Boat Building Co. Terminal Island California 26 February 1953 launched 21 August 1954 sponsored by Mrs. Anne Elizabeth Gotch; reclassified MSC-199 on 7 February 1955; and commissioned 29 April 1955 Lt. George D. Ferguson in command.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 2, ""MeanOfTransportation"": 0, ""Building"": 3, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
305,Company,Company,Company,Mitsubishi Estate.  Mitsubishi Estate Co. Ltd. (三菱地所株式会社 Mitsubishi Jisho Kabushiki-gaisha MEC) (TYO: 8802) is a Japanese corporation. It is one of the core Mitsubishi companies. Mitsubishi Estate has its headquarters in the Otemachi Building in Ōtemachi Chiyoda Tokyo.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
306,Artist,Artist,Company,Cyber Sapp.  Keldrick Sapp professionally known as Cyber Sapp is an American record producer and songwriter from Atlanta Georgia who is possibly best known for producing Gucci Mane's single Freaky Gurl. He currently manages Bohagon who is apart of Sapp's BLACK CARTEL label. He has produced for David Banner P$C Bonecrusher Young Red and Lil Ron Slim Thug Paul Wall 4-IZE Killer Mike Soulja Slim and B.G. among others.,"{""Company"": 3, ""EducationalInstitution"": 0, ""Artist"": 2, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,0
307,Animal,Animal,Animal,Phalonidia mesomerista.  Phalonidia mesomerista is a species of moth of the Tortricidae family. It is found in Ecuador (Napo Province Carchi Province).,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 5, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
308,Animal,Animal,Animal,Saurita mediorubra.  Saurita mediorubra is a moth in the Arctiidae family. It was described by Kaye in 1911. It is found in southern Brazil.The wingspan is about 34 mm. The forewings are semihyaline the apex broadly black with some dark scaling at the tornus. The hindwings the apex and inner margin with some dark scaling.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 5, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
309,Artist,Artist,Artist,Viviane Ndour.  Viviane Ndour (born Viviane Chidid) is a Senegalese pop singer who is the former sister-in-law of Youssou N'Dour. She is known by some as the Queen of Mbalax.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 4, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
310,EducationalInstitution,EducationalInstitution,EducationalInstitution,Camden Catholic High School.  Camden Catholic High School is a four-year comprehensive private coeducational Roman Catholic high school located in Cherry Hill New Jersey serving students from the Camden County area. The school operates under the supervision of the Roman Catholic Diocese of Camden. The school has been accredited by the Middle States Association of Colleges and Schools Commission on Secondary Schools since 1934.,"{""Company"": 0, ""EducationalInstitution"": 5, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
311,OfficeHolder,OfficeHolder,OfficeHolder,Tom Hamilton (politician).  Tom Hamilton (born 8 July 1954) is a Unionist politician in Northern Ireland.Born in Belfast Hamilton studied at the Methodist College Belfast then at Stranmillis College. He became a teacher and in 1993 was elected to Ards Borough Council as an Ulster Unionist Party (UUP) member. From 1999 he served as Deputy Mayor then from 2000 to 2001 as Mayor of Ards.Hamilton stood in the Northern Ireland Assembly election 1998 in Strangford.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
